14050;1692164827;907796;1692164827;987186;
17615;1692164828;2337;1692164828;101834;
22252;1692164828;115446;1692164828;243253;
22216;1692164828;307689;1692164828;472341;
22281;1692164828;481708;1692164828;602778;
22224;1692164828;611744;1692164828;714322;
22273;1692164828;807351;1692164829;201472;
22267;1692164829;212949;1692164829;324458;
22164;1692164829;406647;1692164829;512911;
22309;1692164829;521799;1692164829;616313;
22297;1692164829;713960;1692164829;861117;
22205;1692164829;871712;1692164830;27688;
22164;1692164830;43375;1692164830;145732;
22268;1692164833;179675;1692164833;285225;
22235;1692164833;301955;1692164833;438832;
12107;1692164833;546659;1692164833;648462;
12114;1692164833;661783;1692164833;726341;
13248;1692164833;762089;1692164833;833939;
14530;1692164833;851931;1692164833;924837;
14453;1692164833;945927;1692164834;17428;
14468;1692164834;31989;1692164834;116563;
14367;1692164834;132409;1692164834;194997;
14326;1692164834;212751;1692164834;276225;
14254;1692164834;292244;1692164834;358330;
14174;1692164834;373449;1692164834;463352;
14123;1692164834;484606;1692164834;565260;
14022;1692164834;581824;1692164834;654718;
14025;1692164834;672090;1692164834;730862;
14027;1692164834;741908;1692164834;834644;
14028;1692164834;860980;1692164834;935960;
14012;1692164834;951844;1692164835;8013;
14051;1692164835;41902;1692164835;103473;
14025;1692164835;112921;1692164835;184645;
14068;1692164835;202781;1692164835;276174;
14000;1692164835;301441;1692164835;376257;
14006;1692164835;391719;1692164835;448199;
14032;1692164835;463043;1692164835;546941;
14036;1692164835;561773;1692164835;628309;
13996;1692164835;643229;1692164835;706535;
14021;1692164835;722051;1692164835;794633;
14030;1692164835;811791;1692164835;868721;
13988;1692164835;891321;1692164835;964462;
14007;1692164835;981587;1692164836;53233;
14042;1692164836;61580;1692164836;140774;
14052;1692164836;151752;1692164836;212788;
14028;1692164836;243207;1692164836;311202;
14047;1692164836;321778;1692164836;381201;
14031;1692164836;391750;1692164836;497797;
14036;1692164836;516413;1692164836;696330;
14028;1692164836;726249;1692164836;850004;
14056;1692164836;862108;1692164836;937641;
14017;1692164836;952881;1692164837;28116;
14064;1692164837;41695;1692164837;108063;
14040;1692164837;125587;1692164837;182486;
14039;1692164837;201835;1692164837;257008;
14041;1692164837;290632;1692164837;356029;
13973;1692164837;373179;1692164837;496152;
172333;1692164837;583033;1692164838;408915;
20474;1692164838;421909;1692164838;503721;
28288;1692164838;583614;1692164838;744788;
27895;1692164838;763220;1692164838;900067;
27646;1692164838;913155;1692164839;57914;
27204;1692164839;80029;1692164839;199789;
27191;1692164839;212928;1692164839;364991;
26932;1692164839;381914;1692164839;559450;
26567;1692164839;571607;1692164839;695052;
26268;1692164839;714724;1692164839;839644;
26298;1692164839;883581;1692164840;35204;
26263;1692164840;52240;1692164840;356214;
26288;1692164840;373525;1692164840;576660;
26278;1692164840;591701;1692164840;713753;
26290;1692164840;780352;1692164840;909068;
26307;1692164840;921743;1692164841;108628;
26165;1692164841;122249;1692164841;317154;
26305;1692164841;332005;1692164841;452789;
26216;1692164841;479259;1692164841;639364;
109313;1692164841;699016;1692164842;314848;
19414;1692164842;331878;1692164842;447257;
20553;1692164842;491786;1692164842;628387;
20605;1692164842;650154;1692164842;743028;
23653;1692164842;797668;1692164842;916513;
23331;1692164842;932367;1692164843;46273;
23052;1692164843;90607;1692164843;210636;
23107;1692164843;232144;1692164843;374921;
22894;1692164843;392060;1692164843;561501;
22642;1692164843;572786;1692164843;690691;
